device,config,model,query_id,dataset,warmup,ttft_ms,e2e_ms,t_retrieval_ms,t_prefill_ms,t_decode_ms,n_tokens,peak_rss_mb,t_query_start,t_query_end,energy_gross_j,energy_idle_subtracted_j,answer_text,retrieved_ids,is_mock,em,f1,faithfulness,accuracy_harmonic
laptop,C3,gemma-2-2b-it,squad-77,squad,0,20994.646,21869.633,12.443,20982.203,196.9395,4,12154.9,1783120251.1768565,1783120273.0466769,544.7308,0.0,Three,wiki-3|wiki-2|wiki-0|wiki-9153|wiki-9145|wiki-9836|wiki-9150|wiki-9142|wiki-9147|wiki-6469,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-78,squad,0,20090.058,21892.297,8.394,20081.664,335.4814,5,12170.8,1783120273.426912,1783120295.3193755,542.4077,0.0,Von Miller,wiki-3|wiki-3829|wiki-793|wiki-0|wiki-10279|wiki-9826|wiki-11016|wiki-1375|wiki-832|wiki-3832,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-79,squad,0,20381.115,21491.463,9.708,20371.407,199.6716,5,12174.2,1783120295.7580595,1783120317.2496831,539.9118,0.0,5,wiki-3|wiki-5495|wiki-9838|wiki-4436|wiki-3829|wiki-7609|wiki-11356|wiki-4825|wiki-1365|wiki-4815,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,squad-80,squad,0,15154.054,15521.461,9.11,15144.944,62.0187,4,12164.7,1783120317.6467612,1783120333.168395,390.2228,0.0,CBS,wiki-3|wiki-4|wiki-0|wiki-3826|wiki-10387|wiki-3830|wiki-1|wiki-5053|wiki-3833|wiki-9833,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-81,squad,0,20551.257,21370.373,9.64,20541.617,116.1065,6,12140.4,1783120335.7317162,1783120357.1022508,532.9811,0.0,$5 million,wiki-4|wiki-3829|wiki-10073|wiki-3|wiki-3826|wiki-7955|wiki-3833|wiki-3825|wiki-8716|wiki-1367,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-82,squad,0,12819.25,13068.397,7.915,12811.335,40.4813,4,12208.9,1783120357.5434015,1783120370.611969,131.1643,0.0,Coldplay,wiki-4|wiki-3|wiki-7955|wiki-0|wiki-3826|wiki-1|wiki-3833|wiki-3830|wiki-3829|wiki-9833,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-83,squad,0,13438.046,14041.43,8.708,13429.338,62.6992,8,12157.2,1783120370.909493,1783120384.9511008,,,Beyoncé and Bruno Mars.,wiki-4|wiki-3|wiki-0|wiki-7209|wiki-3829|wiki-9833|wiki-3830|wiki-3833|wiki-5060|wiki-5049,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-84,squad,0,27828.998,30008.055,9.784,27819.214,257.8913,8,12158.2,1783120385.9938707,1783120416.00211,,,Super Bowl 50,wiki-4|wiki-3830|wiki-0|wiki-3833|wiki-3825|wiki-3|wiki-3834|wiki-11640|wiki-1703|wiki-3826,0,0,0.6667,1.0,0.8
laptop,C3,gemma-2-2b-it,squad-85,squad,0,15032.698,15457.603,11.299,15021.399,48.4193,6,12139.8,1783120416.4185605,1783120431.8763633,,,Greg Gumbel,wiki-4|wiki-0|wiki-3|wiki-10387|wiki-3832|wiki-3826|wiki-3829|wiki-5053|wiki-5049|wiki-3833,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,squad-86,squad,0,11671.108,12041.048,30.106,11641.002,48.7378,6,12131.8,1783120432.2323387,1783120444.2735465,,,$5 million,wiki-4|wiki-6980|wiki-9374|wiki-3694|wiki-796|wiki-4113|wiki-5949|wiki-3426|wiki-9134|wiki-8405,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-87,squad,0,13765.145,14205.024,12.154,13752.991,72.1068,5,12089.0,1783120444.694256,1783120458.899467,,,Bruno Mars,wiki-4|wiki-3830|wiki-9825|wiki-3834|wiki-5053|wiki-0|wiki-3829|wiki-5060|wiki-3882|wiki-11534,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,squad-88,squad,0,12938.282,13255.297,10.602,12927.68,46.7552,5,12127.8,1783120459.2727737,1783120472.5282798,,,Bruno Mars,wiki-4|wiki-3830|wiki-3834|wiki-9825|wiki-5053|wiki-3829|wiki-3833|wiki-0|wiki-10387|wiki-5060,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-89,squad,0,15527.084,15821.22,54.769,15472.315,51.416,4,12143.7,1783120473.01429,1783120488.8356855,,,Coldplay,wiki-4|wiki-4128|wiki-6957|wiki-11634|wiki-8542|wiki-0|wiki-2721|wiki-2156|wiki-10769|wiki-10531,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-90,squad,0,13924.275,14190.947,8.478,13915.797,45.2205,4,12113.0,1783120489.1688743,1783120503.3600085,,,CBS,wiki-0|wiki-1|wiki-3|wiki-10387|wiki-4|wiki-3830|wiki-3826|wiki-5053|wiki-3833|wiki-3825,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-91,squad,0,14994.102,15709.214,10.548,14983.554,103.2788,6,12103.6,1783120503.7099829,1783120519.4193845,,,$5 million,wiki-4|wiki-10073|wiki-3829|wiki-3|wiki-3826|wiki-7955|wiki-3833|wiki-8716|wiki-3832|wiki-0,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-92,squad,0,13452.152,13769.837,10.631,13441.521,47.5804,5,12088.8,1783120519.785914,1783120533.555974,,,Bruno Mars,wiki-4|wiki-3829|wiki-3832|wiki-8716|wiki-3180|wiki-5053|wiki-0|wiki-3|wiki-5060|wiki-5049,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-93,squad,0,15440.127,17602.887,11.27,15428.857,85.156,24,12069.2,1783120533.868916,1783120551.471992,,,The Super Bowl 50 halftime show was the third-most watched U.S. broadcast ever.,wiki-4|wiki-7955|wiki-5053|wiki-8716|wiki-0|wiki-3826|wiki-9674|wiki-10387|wiki-3833|wiki-3836,0,0,0.1429,1.0,0.25
laptop,C3,gemma-2-2b-it,squad-94,squad,0,13101.907,13390.775,8.301,13093.606,51.116,4,12067.7,1783120551.9788885,1783120565.3698568,,,CBS,wiki-3830|wiki-4|wiki-3826|wiki-5053|wiki-10387|wiki-3833|wiki-0|wiki-3834|wiki-3825|wiki-5369,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-95,squad,0,10189.57,10728.472,9.021,10180.549,52.0578,9,12041.3,1783120565.733228,1783120576.4618688,,,I don't know.,wiki-9134|wiki-9130|wiki-4|wiki-6891|wiki-3426|wiki-3694|wiki-5949|wiki-6980|wiki-8655|wiki-6106,0,0,0.0,0.25,0.0
laptop,C3,gemma-2-2b-it,squad-96,squad,0,12517.073,12777.975,9.254,12507.819,47.481,4,12006.0,1783120576.813233,1783120589.591404,,,Coldplay,wiki-4|wiki-7955|wiki-10073|wiki-3829|wiki-0|wiki-3826|wiki-3|wiki-3830|wiki-3833|wiki-1,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-97,squad,0,10610.285,11103.66,9.733,10600.552,54.7705,8,12152.8,1783120589.9189131,1783120601.0227468,,,Beyoncé and Bruno Mars.,wiki-4|wiki-11850|wiki-9360|wiki-1952|wiki-355|wiki-6965|wiki-8930|wiki-8099|wiki-6915|wiki-7600,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-98,squad,0,13798.665,14119.649,8.129,13790.536,60.1983,4,12137.6,1783120601.3721788,1783120615.4920278,,,CBS,wiki-4|wiki-5053|wiki-3832|wiki-10387|wiki-3830|wiki-3833|wiki-0|wiki-3825|wiki-1703|wiki-3834,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,squad-99,squad,0,13362.747,14193.142,25.2,13337.547,68.8512,11,12133.8,1783120615.7994518,1783120629.9927883,,,"Coldplay, Beyoncé, and Bruno Mars.",wiki-4|wiki-5053|wiki-3829|wiki-3824|wiki-0|wiki-3|wiki-3833|wiki-3830|wiki-5049|wiki-3826,0,0,0.3333,1.0,0.5
laptop,C3,gemma-2-2b-it,hotpot-0,hotpotqa,0,13081.645,13499.858,13.439,13068.206,65.3126,5,12127.0,1783120630.3517952,1783120643.8518393,,,Yes.,wiki-6|wiki-7|wiki-14|wiki-5|wiki-11|wiki-13|wiki-3196|wiki-8148|wiki-4743|wiki-871,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-1,hotpotqa,0,10786.775,11597.887,12.809,10773.966,61.9914,12,12116.6,1783120644.1639817,1783120655.7620537,,,Corliss Archer was portrayed by Shirley Temple.,wiki-6796|wiki-21|wiki-2111|wiki-22|wiki-1555|wiki-6883|wiki-1404|wiki-11004|wiki-18|wiki-11151,0,0,0.0,0.8571,0.0
laptop,C3,gemma-2-2b-it,hotpot-2,hotpotqa,0,14181.12,14572.649,13.554,14167.566,52.2307,6,12110.9,1783120656.0848465,1783120670.6576717,,,Apprentice Adept,wiki-40|wiki-30|wiki-7144|wiki-37|wiki-5545|wiki-5324|wiki-11182|wiki-848|wiki-11198|wiki-11192,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-3,hotpotqa,0,8624.314,9281.518,19.931,8604.383,61.9936,9,12082.4,1783120670.9857595,1783120680.2674909,,,I don't know.,wiki-50|wiki-47|wiki-49|wiki-3308|wiki-44|wiki-3302|wiki-42|wiki-53|wiki-46|wiki-3303,0,0,0.0,0.25,0.0
laptop,C3,gemma-2-2b-it,hotpot-4,hotpotqa,0,13533.678,13870.974,12.369,13521.309,46.0528,6,12063.0,1783120680.57334,1783120694.4444797,,,Adriana Trigiani,wiki-66|wiki-65|wiki-56|wiki-6987|wiki-11987|wiki-11992|wiki-10304|wiki-9275|wiki-6147|wiki-1614,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-5,hotpotqa,0,10467.377,10846.524,12.067,10455.31,59.4422,5,12048.9,1783120694.7591543,1783120705.605847,,,YG Entertainment,wiki-73|wiki-70|wiki-75|wiki-76|wiki-74|wiki-72|wiki-71|wiki-10747|wiki-9982|wiki-67,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-6,hotpotqa,0,9947.222,10490.96,11.212,9936.01,60.7527,8,11772.1,1783120705.8963776,1783120716.387515,,,Eenasul Fateh,wiki-85|wiki-211|wiki-4217|wiki-8119|wiki-8456|wiki-90|wiki-4521|wiki-2561|wiki-6171|wiki-1434,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-7,hotpotqa,0,12878.276,13330.595,11.74,12866.536,53.545,7,11740.0,1783120716.7139406,1783120730.0447145,,,700,wiki-120|wiki-119|wiki-121|wiki-95|wiki-234|wiki-236|wiki-10281|wiki-238|wiki-117|wiki-7158,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-8,hotpotqa,0,12137.48,12683.49,9.567,12127.913,59.5613,8,11894.3,1783120730.4016194,1783120743.0852597,,,Annie Morton is older.,wiki-122|wiki-134|wiki-125|wiki-126|wiki-124|wiki-6165|wiki-10030|wiki-2020|wiki-10304|wiki-9385,0,0,0.0,0.75,0.0
laptop,C3,gemma-2-2b-it,hotpot-9,hotpotqa,0,10937.725,11353.919,10.341,10927.384,64.8728,5,11843.3,1783120743.4350548,1783120754.7891545,,,Yes.,wiki-144|wiki-11482|wiki-7129|wiki-7008|wiki-6414|wiki-101|wiki-1496|wiki-141|wiki-135|wiki-136,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-10,hotpotqa,0,13855.255,14862.932,15.737,13839.518,77.5244,12,11815.1,1783120755.1146665,1783120769.977779,,,Kansas Song (We’re From Kansas),wiki-165|wiki-149|wiki-8044|wiki-2513|wiki-152|wiki-160|wiki-9000|wiki-148|wiki-2514|wiki-157,0,0,0.5,1.0,0.6667
laptop,C3,gemma-2-2b-it,hotpot-11,hotpotqa,0,10994.178,11460.289,11.736,10982.442,61.06,6,11782.6,1783120770.3071225,1783120781.7675607,,,David Weissman,wiki-177|wiki-172|wiki-176|wiki-175|wiki-170|wiki-174|wiki-171|wiki-2292|wiki-9496|wiki-173,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-12,hotpotqa,0,14370.773,15189.074,15.12,14355.653,93.178,8,11729.3,1783120782.232072,1783120797.4213216,,,1999,wiki-188|wiki-189|wiki-178|wiki-179|wiki-186|wiki-185|wiki-9497|wiki-56|wiki-6988|wiki-172,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-13,hotpotqa,0,12742.926,13140.746,37.449,12705.477,67.35,5,11875.7,1783120797.7859087,1783120810.9268024,,,Yes.,wiki-195|wiki-194|wiki-193|wiki-8587|wiki-8586|wiki-8590|wiki-196|wiki-10207|wiki-10206|wiki-3099,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-14,hotpotqa,0,10241.733,11107.763,9.282,10232.451,76.807,10,11830.9,1783120811.2428339,1783120822.3507578,,,You don't know.,wiki-205|wiki-212|wiki-203|wiki-211|wiki-202|wiki-9842|wiki-206|wiki-209|wiki-2077|wiki-2078,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-15,hotpotqa,0,14677.18,15563.212,17.729,14659.451,81.0101,10,11801.4,1783120822.7003918,1783120838.263752,,,You don't know.,wiki-215|wiki-214|wiki-226|wiki-9323|wiki-219|wiki-3096|wiki-2994|wiki-4532|wiki-213|wiki-9463,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-16,hotpotqa,0,14230.276,15023.931,46.812,14183.464,88.4171,8,11810.4,1783120838.622747,1783120853.6468744,,,The America East Conference.,wiki-233|wiki-239|wiki-231|wiki-229|wiki-1380|wiki-236|wiki-6274|wiki-232|wiki-227|wiki-228,0,0,0.3333,1.0,0.5
laptop,C3,gemma-2-2b-it,hotpot-17,hotpotqa,0,13798.016,14207.102,9.28,13788.736,64.5024,5,11802.4,1783120854.017023,1783120868.2243183,,,Yes.,wiki-248|wiki-245|wiki-244|wiki-246|wiki-251|wiki-11275|wiki-3663|wiki-241|wiki-3660|wiki-242,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-18,hotpotqa,0,16213.11,16830.971,12.085,16201.025,84.981,6,11806.0,1783120868.7200987,1783120885.5512588,,,Nixon administration.,wiki-264|wiki-595|wiki-5783|wiki-256|wiki-257|wiki-9168|wiki-265|wiki-6796|wiki-255|wiki-1007,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-19,hotpotqa,0,11878.147,12439.03,9.467,11868.68,65.6391,7,11797.1,1783120885.9915226,1783120898.430742,,,Robert Erskine Childers,wiki-271|wiki-275|wiki-270|wiki-268|wiki-273|wiki-272|wiki-276|wiki-267|wiki-849|wiki-4595,0,0,0.8571,1.0,0.9231
laptop,C3,gemma-2-2b-it,hotpot-20,hotpotqa,0,10204.467,10630.002,10.751,10193.716,70.276,5,11762.9,1783120898.7433677,1783120909.3735282,,,Sergio Pérez,wiki-287|wiki-285|wiki-288|wiki-10500|wiki-10504|wiki-10497|wiki-10501|wiki-283|wiki-10502|wiki-10499,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-21,hotpotqa,0,14232.875,14670.293,10.856,14222.019,76.4546,5,11887.8,1783120909.7638652,1783120924.4343297,,,Jim Cummings,wiki-2145|wiki-290|wiki-10539|wiki-8156|wiki-301|wiki-930|wiki-2437|wiki-10621|wiki-8341|wiki-8145,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-22,hotpotqa,0,14719.159,15203.539,79.843,14639.316,72.7676,5,11723.8,1783120925.1769419,1783120940.3806658,,,Front Row,wiki-307|wiki-304|wiki-305|wiki-309|wiki-317|wiki-311|wiki-312|wiki-310|wiki-313|wiki-7437,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-23,hotpotqa,0,11987.08,12736.543,55.22,11931.86,74.9608,9,11872.0,1783120940.7514381,1783120953.4881444,,,You don't know.,wiki-331|wiki-329|wiki-330|wiki-324|wiki-327|wiki-325|wiki-323|wiki-326|wiki-1547|wiki-1195,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-24,hotpotqa,0,14611.957,15585.671,66.794,14545.163,95.7939,9,11854.2,1783120954.0818331,1783120969.667675,,,You don't know.,wiki-334|wiki-338|wiki-335|wiki-336|wiki-339|wiki-333|wiki-11043|wiki-10810|wiki-10803|wiki-11815,0,0,0.0,0.25,0.0
laptop,C3,gemma-2-2b-it,hotpot-25,hotpotqa,0,11756.699,13116.863,11.309,11745.39,91.5596,14,11719.5,1783120970.0350296,1783120983.1520612,,,Lee Hazlewood died in 2007.,wiki-350|wiki-353|wiki-352|wiki-344|wiki-351|wiki-4090|wiki-345|wiki-354|wiki-3463|wiki-2920,0,0,0.5,0.6,0.5455
laptop,C3,gemma-2-2b-it,hotpot-26,hotpotqa,0,20812.816,21499.326,69.663,20743.153,75.7605,8,11705.3,1783120983.598956,1783121005.09848,,,1838,wiki-363|wiki-365|wiki-356|wiki-369|wiki-361|wiki-368|wiki-371|wiki-358|wiki-359|wiki-360,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-27,hotpotqa,0,13379.31,13901.427,10.402,13368.908,76.1502,5,11710.4,1783121005.4623816,1783121019.3639743,,,Yes.,wiki-375|wiki-11503|wiki-4649|wiki-11450|wiki-11913|wiki-4444|wiki-11326|wiki-7263|wiki-7274|wiki-11771,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-28,hotpotqa,0,13965.288,14296.112,43.727,13921.561,47.572,5,11690.0,1783121019.7988164,1783121034.095134,,,Yes.,wiki-384|wiki-1627|wiki-377|wiki-388|wiki-382|wiki-3125|wiki-4597|wiki-381|wiki-10389|wiki-8456,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-29,hotpotqa,0,10425.456,11059.664,11.912,10413.544,80.1467,7,11659.4,1783121034.4795167,1783121045.5393205,,,Crusaders of Khazan,wiki-395|wiki-390|wiki-402|wiki-10053|wiki-6373|wiki-397|wiki-9628|wiki-6370|wiki-3598|wiki-6376,0,0,0.6667,1.0,0.8
laptop,C3,gemma-2-2b-it,hotpot-30,hotpotqa,0,16177.364,17456.082,9.253,16168.111,86.4066,14,11529.5,1783121045.9807427,1783121063.4369833,,,"March 14, 2000.",wiki-414|wiki-404|wiki-10613|wiki-405|wiki-10618|wiki-1549|wiki-2797|wiki-9982|wiki-1552|wiki-7592,0,0,0.5,1.0,0.6667
laptop,C3,gemma-2-2b-it,hotpot-31,hotpotqa,0,13451.908,14385.887,10.482,13441.426,78.3025,11,11579.5,1783121063.8193536,1783121078.2054086,,,"Fujioka, Gunma, Japan.",wiki-416|wiki-418|wiki-415|wiki-7515|wiki-425|wiki-420|wiki-6903|wiki-11177|wiki-11460|wiki-9802,0,0,0.8,1.0,0.8889
laptop,C3,gemma-2-2b-it,hotpot-32,hotpotqa,0,10699.73,11310.692,34.812,10664.918,54.4912,10,11571.8,1783121078.4741552,1783121089.7850099,,,Charles Nungesser and François Coli,wiki-437|wiki-426|wiki-430|wiki-427|wiki-429|wiki-435|wiki-434|wiki-436|wiki-431|wiki-6706,0,0,0.2857,1.0,0.4444
laptop,C3,gemma-2-2b-it,hotpot-33,hotpotqa,0,14180.233,14567.434,22.039,14158.194,63.7718,5,11538.1,1783121090.066163,1783121104.6337612,,,Yes.,wiki-450|wiki-438|wiki-440|wiki-445|wiki-10610|wiki-1567|wiki-452|wiki-11873|wiki-4855|wiki-7374,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-34,hotpotqa,0,14558.463,15464.966,10.251,14548.212,114.4577,7,11523.3,1783121105.025539,1783121120.4906664,,,Screaming Trees.,wiki-455|wiki-465|wiki-463|wiki-460|wiki-466|wiki-464|wiki-457|wiki-9297|wiki-10506|wiki-462,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-35,hotpotqa,0,15048.282,15697.291,68.731,14979.551,70.6418,8,11526.3,1783121120.8495853,1783121136.5470626,,,1923,wiki-468|wiki-471|wiki-476|wiki-472|wiki-10415|wiki-653|wiki-478|wiki-480|wiki-10711|wiki-482,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-36,hotpotqa,0,13145.676,13912.431,35.144,13110.532,71.1632,9,11556.8,1783121136.8385527,1783121150.7511518,,,2000.,wiki-495|wiki-486|wiki-489|wiki-491|wiki-485|wiki-484|wiki-5348|wiki-493|wiki-1976|wiki-5198,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-37,hotpotqa,0,9851.409,10349.484,47.888,9803.521,63.113,6,11537.4,1783121151.136466,1783121161.4861019,,,World War II,wiki-496|wiki-505|wiki-499|wiki-503|wiki-502|wiki-497|wiki-501|wiki-498|wiki-1926|wiki-4514,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-38,hotpotqa,0,12426.843,12877.436,10.528,12416.315,72.9398,5,11406.4,1783121161.800518,1783121174.6781273,,,No.,wiki-512|wiki-11219|wiki-521|wiki-520|wiki-517|wiki-514|wiki-8437|wiki-509|wiki-3146|wiki-11026,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-39,hotpotqa,0,13282.752,13679.616,9.744,13273.008,58.6456,5,11411.4,1783121175.0193028,1783121188.6990762,,,Columbia University,wiki-533|wiki-7534|wiki-7520|wiki-7410|wiki-4009|wiki-149|wiki-360|wiki-524|wiki-3784|wiki-7409,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-40,hotpotqa,0,15423.655,15965.251,10.289,15413.366,63.2873,7,11294.5,1783121190.1099405,1783121206.0753593,,,The Scotch Collie.,wiki-548|wiki-540|wiki-541|wiki-537|wiki-542|wiki-4059|wiki-549|wiki-536|wiki-547|wiki-550,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-41,hotpotqa,0,11763.39,12157.601,11.444,11751.946,52.4088,5,11281.4,1783121206.623314,1783121218.7810786,,,Kochi.,wiki-555|wiki-554|wiki-8555|wiki-8458|wiki-10222|wiki-2611|wiki-552|wiki-2608|wiki-3649|wiki-10640,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-42,hotpotqa,0,17131.431,17678.87,64.128,17067.303,56.6745,8,11308.4,1783121219.107886,1783121236.7869828,,,1962,wiki-575|wiki-574|wiki-566|wiki-570|wiki-571|wiki-567|wiki-4103|wiki-2659|wiki-568|wiki-5037,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-43,hotpotqa,0,12363.396,12713.976,30.357,12333.039,45.8678,6,11354.6,1783121237.0860295,1783121249.800187,,,Ethiopian sovereignty.,wiki-589|wiki-585|wiki-6127|wiki-591|wiki-577|wiki-581|wiki-582|wiki-6118|wiki-584|wiki-478,0,0,0.6667,1.0,0.8
laptop,C3,gemma-2-2b-it,hotpot-44,hotpotqa,0,14334.264,14787.875,36.013,14298.251,59.9205,6,11368.3,1783121250.122881,1783121264.9109495,,,Nelson Aldrich Rockefeller,wiki-612|wiki-595|wiki-604|wiki-592|wiki-2221|wiki-6161|wiki-593|wiki-3689|wiki-606|wiki-6796,0,0,0.8,1.0,0.8889
laptop,C3,gemma-2-2b-it,hotpot-45,hotpotqa,0,13338.262,14198.061,62.957,13275.305,81.4246,9,11380.6,1783121265.2844508,1783121279.4826834,,,Yellowcraigs nature reserve.,wiki-623|wiki-619|wiki-618|wiki-622|wiki-625|wiki-616|wiki-617|wiki-11686|wiki-7039|wiki-2364,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-46,hotpotqa,0,15257.076,15777.554,62.022,15195.054,87.9644,5,11373.9,1783121279.8334222,1783121295.6111586,,,Phil Spector,wiki-632|wiki-10931|wiki-3186|wiki-6914|wiki-11810|wiki-6966|wiki-4082|wiki-403|wiki-2294|wiki-6285,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-47,hotpotqa,0,19538.076,20570.567,9.108,19528.968,93.3689,10,11388.0,1783121296.0380375,1783121316.6087844,,,World Summit of Nobel Peace Laureates,wiki-658|wiki-648|wiki-651|wiki-647|wiki-657|wiki-655|wiki-652|wiki-662|wiki-478|wiki-6947,0,0,0.0,1.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-48,hotpotqa,0,13115.591,13713.406,31.088,13084.503,92.3124,5,11402.4,1783121317.0055592,1783121330.7191195,,,Yes.,wiki-668|wiki-672|wiki-666|wiki-665|wiki-673|wiki-664|wiki-667|wiki-670|wiki-663|wiki-674,0,1,1.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-49,hotpotqa,0,13780.518,14431.355,47.711,13732.807,69.3005,8,11381.7,1783121331.7677212,1783121346.1992722,,,The English Electric Canberra.,wiki-676|wiki-684|wiki-686|wiki-678|wiki-677|wiki-680|wiki-685|wiki-7846|wiki-688|wiki-7752,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-50,hotpotqa,0,13939.481,15161.687,86.228,13853.253,87.5883,13,11386.1,1783121346.5527396,1783121361.714602,,,2009 Big 12 Conference,wiki-700|wiki-696|wiki-693|wiki-695|wiki-697|wiki-692|wiki-699|wiki-698|wiki-694|wiki-231,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-51,hotpotqa,0,33103.217,35562.94,54.145,33049.072,263.5752,9,11412.5,1783121362.0842974,1783121397.64197,221.419,0.0,"1,462",wiki-710|wiki-702|wiki-711|wiki-11496|wiki-707|wiki-4803|wiki-4809|wiki-706|wiki-1627|wiki-4852,0,1,1.0,1.0,1.0
laptop,C3,gemma-2-2b-it,hotpot-52,hotpotqa,0,23661.812,30051.136,38.839,23622.973,571.8801,11,11289.3,1783121398.08105,1783121428.125923,510.2484,0.0,The context does not contain the answer.,wiki-719|wiki-727|wiki-726|wiki-715|wiki-722|wiki-721|wiki-3248|wiki-7865|wiki-7987|wiki-718,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-53,hotpotqa,0,17080.196,23840.016,12.266,17067.93,667.2203,10,11278.4,1783121428.4812148,1783121452.316298,530.8696,0.0,You don't know.,wiki-11271|wiki-730|wiki-738|wiki-11275|wiki-251|wiki-733|wiki-6982|wiki-10518|wiki-728|wiki-10179,0,0,0.0,0.0,0.0
laptop,C3,gemma-2-2b-it,hotpot-54,hotpotqa,0,20196.772,42435.136,9.82,20186.952,1055.0347,21,11257.3,1783121452.6749694,1783121495.1011686,1024.0836,0.0,"Savan Kotecha, Ilya Salmanzadeh, Max Martin, and Ali Payami.",wiki-742|wiki-751|wiki-746|wiki-747|wiki-750|wiki-745|wiki-749|wiki-748|wiki-743|wiki-11179,0,0,0.875,1.0,0.9333
laptop,C3,gemma-2-2b-it,hotpot-55,hotpotqa,0,25419.148,27358.172,13.872,25405.276,461.0347,4,11274.7,1783121496.2158527,1783121523.5683467,628.4487,0.0,Marion,wiki-767|wiki-9592|wiki-7049|wiki-753|wiki-7061|wiki-2308|wiki-4521|wiki-3054|wiki-759|wiki-2034,0,0,0.5,1.0,0.6667
